image,product_crop,product_ocr,product_conf,product_x1,product_y1,product_x2,product_y2,price_crop,price_ocr,price_conf,price_x1,price_y1,price_x2,price_y2,price_brl,price_raw,unit
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1__product_text__016.png,Peito de Frango Congelado kg,0.8601,466.0,1827.0,616.0,1889.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1__price__018.png,"13,80",0.9025,622.0,1801.0,792.0,1888.0,13.80,"13,80",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1__product_text__017.png,Salsicha p/ Hot Dog Mauricéa kg,0.8587,831.0,2222.0,1011.0,2282.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1__price__015.png,"6,8",0.9064,1040.0,2194.0,1170.0,2281.0,6.80,"6,80",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1__product_text__018.png,Galinha Magra Congelada kg,0.8506,93.0,2190.0,230.0,2274.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1__price__010.png,"5,8",0.9112,268.0,2197.0,403.0,2281.0,5.80,"5,80",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1__product_text__019.png,Costela Bovina Resfriada c/ Osso kg,0.8416,48.0,1416.0,234.0,1478.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1__price__006.png,"15,50",0.9136,243.0,1406.0,415.0,1492.0,15.50,"15,50",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1__product_text__020.png,Batata Congelada Uai 2kg,0.8357,1585.0,2222.0,1747.0,2279.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1__price__016.png,"19,5",0.9052,1758.0,2194.0,1927.0,2279.0,19.50,"19,50",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__001.png,Creme de Leite Italac Tp 200g,0.9092,112.0,926.0,260.0,1013.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__014.png,"2,8",0.9036,273.0,930.0,410.0,1015.0,2.80,"2,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__002.png,Azeite Português Extra Virgem Andorinha 500ml,0.9060,638.0,1173.0,767.0,1311.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__012.png,"33,",0.9058,622.0,1323.0,797.0,1413.0,33.00,"33,00",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__003.png,Farinha De Trigo Finna Tradicional Sem Fermento 1kg,0.9053,809.0,1325.0,1015.0,1417.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__013.png,"4,18",0.9039,1031.0,1322.0,1168.0,1411.0,4.18,"4,18",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__004.png,Pneu Dunlop Sp Touring 175/65R14 R182T,0.9016,1077.0,1567.0,1180.0,1699.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__001.png,"298,",0.9287,953.0,1704.0,1175.0,1794.0,298.00,"298,00",un
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__005.png,Água Mineral s/ Gás Aguas do Porto 510ml,0.9004,74.0,1709.0,260.0,1799.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__018.png,"0,8",0.8970,276.0,1706.0,415.0,1795.0,0.80,"0,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__006.png,Manteiga com Sal Natville 500g,0.8889,451.0,540.0,617.0,626.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__008.png,"17,80",0.9095,621.0,532.0,793.0,620.0,17.80,"17,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__007.png,Carne Suína Pururuca kg,0.8883,42.0,552.0,243.0,618.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__009.png,"15,30",0.9088,245.0,533.0,417.0,619.0,15.30,"15,30",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__008.png,Leite Condensado Italac 3959,0.8869,1598.0,529.0,1768.0,618.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__006.png,58,0.9117,1790.0,531.0,1923.0,620.0,58.00,"58,00",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__009.png,Sabão em Barra Neutro Glicerinado Ypê 160g c/ 5,0.8865,449.0,1709.0,625.0,1798.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__010.png,"9,0.",0.9087,654.0,1708.0,792.0,1795.0,9.00,"9,00",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__010.png,Açúcar Cristal Dona Mira 1kg,0.8764,1249.0,955.0,1389.0,1017.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__017.png,"3,8",0.8973,1409.0,929.0,1544.0,1016.0,3.80,"3,80",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__011.png,Milho Verde Fugini Sachê 170g,0.8718,1595.0,1331.0,1770.0,1398.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__004.png,"2,8",0.9146,1788.0,1323.0,1925.0,1412.0,2.80,"2,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__012.png,Pneu Dunlop Touring 175/70R13 R1 79T 105/70R13 R1 79T,0.8650,1702.0,1581.0,1878.0,1697.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__002.png,"278,9",0.9217,1711.0,1705.0,1930.0,1793.0,278.90,"278,90",un
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__013.png,Leite em Pó Integral Italac Sachê 200g,0.8641,1206.0,562.0,1391.0,624.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__007.png,"6,8",0.9105,1416.0,532.0,1545.0,620.0,6.80,"6,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__014.png,Café Bahia 2509,0.8629,889.0,940.0,999.0,1002.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__005.png,"12,89",0.9126,1000.0,930.0,1173.0,1015.0,12.89,"12,89",
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__015.png,Arroz Agulhinha Tipo 1 Tio Urbano 1kg,0.8574,1567.0,956.0,1769.0,1018.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__011.png,"4,8",0.9085,1788.0,929.0,1923.0,1015.0,4.80,"4,80",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__016.png,Feijão Carioca Vida Cores 1kg,0.8564,84.0,1352.0,260.0,1415.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__016.png,"5,8",0.9021,278.0,1323.0,411.0,1411.0,5.80,"5,80",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__017.png,Leite Longa Vida Integral Betânia 1 litro,0.8515,636.0,839.0,788.0,922.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__003.png,"4,8",0.9189,653.0,931.0,788.0,1015.0,4.80,"4,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__018.png,Pão de Forma Tradicional Limiar 400g,0.8473,1021.0,378.0,1132.0,519.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__019.png,"3,8",0.8952,1033.0,531.0,1168.0,620.0,3.80,"3,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__product_text__019.png,Massa Comum Petyan 400g,0.8437,1442.0,1199.0,1528.0,1317.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2__price__015.png,"1,78",0.9026,1405.0,1322.0,1543.0,1414.0,1.78,"1,78",g
