image,product_crop,product_ocr,product_conf,product_x1,product_y1,product_x2,product_y2,price_crop,price_ocr,price_conf,price_x1,price_y1,price_x2,price_y2,price_brl,price_raw,unit
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop11.png,Cupim Bovino Congelado kg,0.8651,111.1,1143.2,237.1,1198.9,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop6.png,"29,50",0.9143,246.1,1137.7,412.1,1213.0,29.50,"29,50",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop12.png,Peito de Frango Congelado kg,0.8642,88.5,1997.9,233.7,2056.0,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop12.png,"13,",0.9036,247.2,1991.3,410.1,2066.8,13.00,"13,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop13.png,Carré Suíno Congelado kg,0.8629,489.7,1569.2,615.3,1625.5,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop11.png,"16,9",0.9041,622.8,1563.7,789.7,1640.4,16.90,"16,90",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop14.png,Queijo Muçarela Peça/Pedaço kg,0.8531,844.9,1992.3,994.1,2050.9,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop8.png,"28,",0.9127,1002.1,1991.3,1169.1,2070.6,28.00,"28,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop15.png,Asa de Frango Congelada kg,0.8361,1620.6,1560.0,1750.1,1616.1,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop2.png,"12,",0.9204,1760.6,1562.1,1926.4,1638.7,12.00,"12,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop16.png,Farinha de Trigo Tipo 1 Rosa Branca 1kg,0.9112,1200.7,924.2,1373.5,1002.4,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop32.png,"3,",0.8918,1405.6,927.3,1530.5,1001.9,3.00,"3,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop17.png,Leite em Pó Integral Italac Sachê 200g,0.9044,50.1,1715.4,228.7,1795.0,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop33.png,"6,",0.8912,261.6,1717.6,389.9,1792.1,6.00,"6,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop18.png,Ração p/ Cães Adultos Tutticanis 14kg,0.9012,1599.4,1717.5,1753.7,1795.7,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop23.png,"68,",0.9088,1762.5,1717.9,1924.8,1791.5,68.00,"68,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop19.png,Café Almofada Tradicional São Braz 2509,0.8941,434.7,1711.1,612.5,1792.3,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop29.png,"13,9",0.9004,619.4,1717.6,781.2,1791.3,13.90,"13,90",l
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop20.png,Leite Condensado Italac Tp 3959,0.8906,1597.2,1327.1,1756.1,1382.2,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop19.png,"4,8.",0.9149,1784.9,1321.2,1918.1,1395.6,4.80,"4,80",l
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop21.png,Pão de Forma Tradicional Limiar 400g,0.8825,836.3,1716.1,989.4,1796.4,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop31.png,"3,8",0.8985,1015.9,1716.8,1141.8,1792.5,3.80,"3,80",l
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop22.png,Sardinha Palmeira 1259,0.8761,828.9,1335.7,988.7,1389.9,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop18.png,"4,28",0.9159,1026.0,1323.1,1150.3,1396.9,4.28,"4,28",l
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop23.png,Jerked Beef Ponta de Agulha kg,0.8751,834.1,534.4,993.2,589.7,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop24.png,"32,80",0.9060,1002.2,533.5,1165.8,606.5,32.80,"32,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop24.png,Massa Espaguete Comum Vitaflor 400g,0.8741,450.9,1325.2,611.0,1402.0,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop21.png,"1,8.",0.9143,639.0,1321.1,775.9,1395.7,1.80,"1,80",l
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop25.png,Farinha de Trigo Especial Rosa Branca 25kg,0.8730,424.5,932.8,613.7,1009.8,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop28.png,"88,9",0.9004,619.9,928.6,785.0,1001.6,88.90,"88,90",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop26.png,Água Mineral s/ Gás Sterbom 510m!,0.8697,1191.5,1724.2,1369.1,1778.3,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop26.png,"0,88.",0.9018,1406.3,1717.7,1534.2,1792.2,0.88,"0,88",l
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop27.png,Mistura p/ Pão Francês Maxi 25kg,0.8675,857.5,932.9,985.5,1009.0,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop27.png,"88,",0.9010,1001.1,927.5,1164.6,1001.4,88.00,"88,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop28.png,Leite Longa Vida Natville 1 litro,0.8643,81.5,943.8,229.0,996.9,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop17.png,"4,28",0.9166,258.2,926.9,385.7,1001.8,4.28,"4,28",l
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop29.png,Salsicha p/ Hot Dog Bom Todo kg,0.8581,1199.6,528.7,1370.6,583.0,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop34.png,"6,8",0.8908,1402.8,533.0,1527.3,606.3,6.80,"6,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop30.png,Açúcar Triturado Alegre 1kg,0.8552,1605.1,929.6,1753.9,984.3,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop35.png,"2,8.",0.8878,1782.9,927.3,1912.4,1001.6,2.80,"2,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop31.png,Flocão de Milho Fortemilho 4009,0.8548,87.5,1330.6,229.5,1386.4,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop25.png,"0,83.",0.9049,263.4,1320.9,395.2,1395.2,0.83,"0,83",l
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop32.png,Fígado Bovino Congelado kg,0.8508,99.4,533.9,227.6,585.7,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop20.png,"10,3",0.9146,240.9,533.1,403.0,606.5,10.30,"10,30",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop33.png,Margarina Deline Balde 3kg,0.8468,1606.9,545.5,1755.0,595.9,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop16.png,"26,9",0.9192,1761.3,533.4,1925.9,606.3,26.90,"26,90",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop34.png,Bacon Manta Perdigão kg,0.8401,488.4,530.7,607.5,585.9,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop22.png,"27,",0.9090,618.4,534.7,782.5,606.6,27.00,"27,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop35.png,Creme de Leite Italac Tp 2009,0.8152,1233.0,1330.8,1370.7,1385.5,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop30.png,"2,58",0.9002,1402.7,1321.9,1528.5,1395.6,2.58,"2,58",l
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop36.png,4] - . = uai a e PÓ ç,0.3579,127.4,1634.9,239.4,1665.1,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop33.png,"6,",0.8912,261.6,1717.6,389.9,1792.1,6.00,"6,00",
