image,class_id,class_name,conf,x1,y1,x2,y2
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,1,product_text,0.8435,1446.5,1203.4,1524.2,1313.7
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9276,240.8,1017.6,406.3,1094.7
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9216,1779.9,2196.0,1915.9,2274.9
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9212,1761.1,1014.5,1924.1,1092.3
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9202,1379.6,1017.3,1545.1,1093.9
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9176,1002.4,1804.3,1165.1,1881.8
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9176,262.5,2197.9,395.3,2275.0
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9134,1022.1,1409.9,1147.2,1487.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9106,1761.2,1408.7,1924.1,1486.6
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9102,620.5,1804.2,784.2,1882.0
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9096,618.2,1016.9,783.7,1094.0
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9078,1398.1,1802.6,1532.0,1882.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9076,1001.7,1017.0,1165.2,1094.0
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9060,1377.7,1409.5,1544.0,1486.0
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9058,1398.8,2197.3,1533.1,2275.1
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9041,242.2,1410.3,403.8,1486.2
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.9012,645.6,2197.7,771.2,2274.9
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.8959,262.8,1803.6,397.7,1881.5
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.8951,642.3,1409.8,767.8,1486.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8949,70.8,1809.8,231.1,1862.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.8946,1793.7,1801.8,1919.0,1881.5
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,0,price,0.8915,1023.2,2198.7,1154.3,2276.2
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8911,61.1,998.9,233.2,1100.7
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8906,1188.6,1410.7,1373.2,1489.5
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8898,437.6,1008.9,612.1,1091.8
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8882,70.5,2203.1,231.4,2278.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8855,1584.9,1406.1,1754.8,1485.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8847,807.4,1013.5,996.0,1092.8
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8839,1183.6,2200.6,1368.7,2256.1
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8810,814.1,2199.9,992.3,2276.6
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8793,448.0,1411.2,612.1,1488.9
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8693,1196.7,1807.2,1368.7,1886.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8652,1625.0,1024.6,1754.1,1079.3
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8593,1623.9,1818.3,1754.5,1872.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8592,863.5,1413.6,991.8,1468.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8590,464.6,2216.3,608.7,2267.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8566,1594.6,2197.5,1750.8,2250.3
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8533,456.0,1820.4,612.1,1870.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8494,818.2,1822.2,991.3,1876.3
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8368,1211.6,1023.1,1372.9,1079.5
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,1,product_text,0.8243,66.7,1410.3,231.4,1464.9
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9365,1786.2,1324.8,1914.4,1400.5
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9306,273.2,534.4,398.3,611.7
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9195,1777.0,535.6,1916.9,611.6
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9161,1014.4,929.2,1155.5,1007.2
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9157,1763.9,1720.8,1925.7,1797.1
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9149,1399.0,1719.3,1535.2,1796.8
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9109,618.9,1326.3,782.3,1400.0
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9107,267.4,1324.2,394.8,1399.1
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9098,1000.2,1325.1,1166.4,1402.6
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9092,646.0,535.9,773.7,611.8
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9090,1002.0,1719.7,1164.5,1797.2
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9086,640.7,1719.1,775.7,1797.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9084,254.0,1718.6,391.1,1797.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9063,1411.5,535.3,1537.9,611.1
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9056,1793.8,929.0,1915.8,1006.8
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.9037,832.8,1328.1,995.6,1404.2
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9033,269.2,928.5,391.1,1006.8
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.9024,1205.0,1719.8,1372.5,1798.9
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.9011,1405.6,928.3,1530.2,1007.7
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.9007,828.7,1718.5,994.7,1799.9
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.8995,1021.1,534.5,1152.9,611.1
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8973,425.3,530.0,613.0,608.0
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8961,1197.5,1327.4,1375.9,1408.0
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.8935,1413.8,1324.5,1536.4,1399.9
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,0,price,0.8902,650.9,929.8,771.8,1007.8
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8882,82.6,926.3,231.8,1007.2
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8831,421.7,1322.1,614.1,1402.6
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8792,840.7,535.6,995.5,614.3
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8728,1197.4,937.9,1372.3,991.6
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8710,96.4,1339.3,231.7,1389.8
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8638,1581.0,546.7,1754.8,601.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8606,464.6,1728.1,612.7,1780.9
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8604,1622.2,931.3,1755.8,982.6
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8568,1592.5,1344.8,1755.1,1398.3
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8563,51.7,547.3,230.9,603.4
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8509,831.8,938.6,989.0,991.1
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8497,81.8,1736.6,232.2,1789.2
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8470,432.2,933.1,613.8,989.2
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8401,1594.9,1730.3,1755.8,1785.8
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.8304,1220.5,540.3,1373.1,595.7
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,1,product_text,0.3363,1642.9,454.6,1817.2,499.3
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9312,241.1,1017.8,405.9,1094.4
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9278,618.6,1410.5,785.5,1488.2
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9236,1381.0,1017.9,1546.0,1093.7
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9234,1336.2,1409.9,1544.6,1488.3
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9218,1760.9,1408.5,1923.9,1486.1
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9176,1761.4,1018.4,1924.3,1094.5
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9171,621.3,1803.8,783.7,1882.1
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9164,619.0,1016.6,783.6,1094.0
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9146,262.5,2197.6,394.7,2274.6
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9116,1002.6,1016.7,1165.5,1093.1
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9095,1022.9,1410.2,1153.2,1485.9
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9084,1788.9,2195.8,1916.2,2275.1
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9082,1408.8,1802.6,1533.2,1881.3
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.9053,44.6,1017.1,234.5,1095.5
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9050,1410.4,2197.8,1538.4,2274.9
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.9044,261.3,1802.7,397.9,1881.5
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.8994,645.7,2197.7,769.8,2274.5
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.8990,261.9,1410.1,387.1,1486.1
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.8983,1026.0,2198.9,1154.2,2275.7
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8957,426.6,1021.2,614.8,1100.5
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8935,1590.4,1016.1,1753.6,1097.6
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8933,430.3,2197.8,613.1,2274.4
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.8929,1033.2,1802.8,1157.8,1881.3
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8926,1181.6,1017.1,1373.4,1097.2
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8912,1178.8,1398.5,1329.6,1497.2
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8859,432.0,1409.6,614.9,1490.3
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8826,453.4,1831.7,611.1,1883.9
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8825,828.4,1414.3,988.6,1469.4
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8824,805.7,1815.3,991.7,1869.8
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,0,price,0.8816,1796.6,1802.0,1918.6,1881.2
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8708,1206.4,1813.9,1368.8,1869.6
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8706,1588.2,1807.5,1755.5,1885.3
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8704,1592.2,2211.4,1751.6,2264.0
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8629,103.9,1413.8,229.6,1466.2
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8590,832.2,1023.0,993.5,1075.3
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8566,1233.8,2207.8,1368.0,2261.4
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8554,90.8,2208.8,230.0,2262.5
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8544,817.3,2216.3,992.6,2270.4
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8537,1580.5,1418.7,1753.6,1472.8
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p1.png,1,product_text,0.8457,82.2,1818.2,232.5,1871.5
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9253,1716.9,1718.8,1928.4,1798.7
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9229,637.8,1324.3,775.2,1400.1
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9219,270.8,535.3,396.4,611.9
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9173,573.6,1720.0,783.4,1797.7
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9144,265.4,1324.8,395.3,1399.3
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9134,1761.0,929.9,1924.8,1008.1
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9124,1002.6,1325.2,1166.3,1401.8
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,1,product_text,0.9122,56.2,931.4,232.3,1011.3
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9118,1311.6,1691.5,1526.6,1770.2
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9107,1759.8,1325.1,1925.0,1400.8
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9103,652.2,534.8,775.5,611.0
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9098,1786.8,534.9,1917.1,612.2
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9094,1404.6,535.3,1535.2,611.8
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9085,1022.9,928.7,1153.3,1006.5
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9075,650.9,929.5,773.5,1007.4
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,1,product_text,0.9075,1182.4,919.5,1375.9,1018.5
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.9063,262.9,1719.0,391.9,1797.4
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,1,product_text,0.9038,1589.6,1312.2,1756.2,1415.0
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,1,product_text,0.8997,74.3,535.9,234.5,615.8
BRASIL ATACAREJO - BRUMADO 13.10 A 19.10_p2.png,0,price,0.8982,1395.5,1323.5,1526.7,1400.8
