image,product_crop,product_ocr,product_conf,product_x1,product_y1,product_x2,product_y2,price_crop,price_ocr,price_conf,price_x1,price_y1,price_x2,price_y2,price_brl,price_raw,unit
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1_product_text_crop17.png,Salsicha p/ Hot Dog Mauricéa kg,0.8586,835.2,2226.6,1007.0,2278.5,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1_price_crop15.png,"6,",0.9064,1044.5,2198.6,1166.4,2277.1,6.00,"6,00",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1_product_text_crop18.png,Galinha Magra Congelada kg,0.8504,97.9,2194.9,226.1,2270.5,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1_price_crop10.png,"5,8",0.9112,272.3,2201.3,399.4,2277.7,5.80,"5,80",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1_product_text_crop19.png,Costela Bovina Resfriada c/ Osso kg,0.8418,52.2,1420.0,230.4,1474.7,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1_price_crop6.png,"15,8",0.9134,247.8,1410.6,411.7,1488.9,15.80,"15,80",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1_product_text_crop20.png,Batata Congelada Uai 2kg,0.8357,1589.8,2226.3,1743.8,2275.3,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p1_price_crop16.png,"19,",0.9052,1762.8,2198.5,1923.3,2275.4,19.00,"19,00",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop21.png,Creme de Leite Italac Tp 200g,0.9092,116.0,930.7,256.1,1009.1,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop34.png,"2,8",0.9035,277.1,934.9,406.0,1011.3,2.80,"2,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop22.png,Azeite Português Extra Virgem Andorinha 500ml,0.9061,642.9,1177.2,763.7,1307.2,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop32.png,"33,80",0.9058,626.4,1327.2,793.7,1409.0,33.80,"33,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop23.png,Farinha De Trigo Finna Tradicional Sem Fermento 1kg,0.9054,813.0,1329.9,1011.8,1413.4,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop33.png,"4,18",0.9039,1035.9,1326.6,1164.7,1407.8,4.18,"4,18",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop24.png,Pneu Dunlop Sp Touring 175/65R14 R182T,0.9016,1081.2,1571.3,1176.1,1695.6,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop21.png,"298,9",0.9286,957.7,1708.5,1171.4,1790.1,298.90,"298,90",un
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop25.png,Água Mineral s/ Gás Aguas do Porto 510ml,0.9004,78.8,1713.2,256.2,1795.8,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop38.png,"0,78",0.8969,280.8,1710.8,410.9,1791.4,0.78,"0,78",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop26.png,Manteiga com Sal Natville 5009,0.8888,455.3,544.5,613.1,622.6,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop28.png,"17,80",0.9094,625.3,536.3,789.9,616.3,17.80,"17,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop27.png,Carne Suína Pururuca kg,0.8883,46.1,556.9,239.1,614.7,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop29.png,"15,50",0.9087,249.6,537.2,413.8,615.7,15.50,"15,50",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop28.png,Leite Condensado Italac 3959,0.8869,1602.4,533.4,1764.4,614.1,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop26.png,"5,28",0.9116,1794.0,535.7,1919.4,616.4,5.28,"5,28",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop29.png,Sabão em Barra Neutro Glicerinado Ypê 160g c/ 5,0.8865,453.9,1713.4,621.4,1794.6,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop30.png,"9,50",0.9087,658.5,1712.6,788.0,1791.7,9.50,"9,50",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop30.png,Açúcar Cristal Dona Mira 1kg,0.8764,1253.5,959.3,1385.6,1013.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop37.png,"3,8",0.8972,1413.8,933.2,1540.6,1012.0,3.80,"3,80",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop31.png,Milho Verde Fugini Sachê 170g,0.8719,1599.6,1335.1,1766.6,1394.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop24.png,"2,8",0.9146,1792.6,1327.2,1921.4,1408.3,2.80,"2,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop32.png,Pneu Dunlop Touring 175/70R13 R1 79T 105/70R13 R1 79T,0.8649,1706.4,1585.9,1874.8,1693.0,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop22.png,"278,98",0.9216,1715.1,1709.6,1926.2,1789.8,278.98,"278,98",un
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop33.png,Leite em Pó Integral Italac Sachê 200g,0.8642,1210.4,566.9,1387.3,620.5,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop27.png,"6,8",0.9105,1420.6,536.9,1541.8,616.5,6.80,"6,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop34.png,Café Bahia 2509,0.8629,893.0,944.6,995.3,998.8,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop25.png,"12,80",0.9125,1004.6,934.4,1169.4,1011.6,12.80,"12,80",
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop35.png,Arroz Agulhinha Tipo 1 Tio Urbano 1kg,0.8575,1571.1,960.4,1765.5,1014.5,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop31.png,"4,",0.9085,1792.9,933.3,1919.4,1011.7,4.00,"4,00",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop36.png,Feijão Carioca Vida Cores 1kg,0.8564,88.1,1356.2,256.3,1411.1,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop36.png,"5,8",0.9020,282.4,1327.5,407.4,1407.3,5.80,"5,80",kg
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop37.png,Leite Longa Vida Integral Betânia 1 litro,0.8514,640.9,843.1,784.9,918.1,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop23.png,"4,8",0.9188,657.1,935.0,784.0,1011.1,4.80,"4,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop38.png,Pão de Forma Tradicional Limiar 400g,0.8474,1025.4,382.0,1128.7,515.7,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop39.png,"3,8",0.8951,1037.7,535.8,1164.2,616.0,3.80,"3,80",l
BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2.png,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_product_text_crop39.png,Massa Comum Petyan 400g,0.8435,1446.5,1203.4,1524.2,1313.7,BRASIL ATACAREJO - BRUMADO 03.11 A 06.11_p2_price_crop35.png,"1,8",0.9026,1409.5,1326.8,1539.1,1410.0,1.80,"1,80",g
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop40.png,Hambúrguer Misto Friara 569,0.8949,70.8,1809.8,231.1,1862.4,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop56.png,"0,..",0.8959,262.8,1803.6,397.7,1881.5,0.00,"0,00",g
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop41.png,Acém/Pá/Peito Bovino Resfriado Friboi Peça/Pedaço kg,0.8911,61.1,998.9,233.2,1100.7,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop40.png,"25,80",0.9276,240.8,1017.6,406.3,1094.7,25.80,"25,80",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop42.png,Linguiça p/ Churrasco em Gomos Naturaves kg,0.8906,1188.6,1410.7,1373.2,1489.5,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop52.png,"14,80",0.9060,1377.7,1409.5,1544.0,1486.0,14.80,"14,80",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop43.png,Capa de Filé Bovino Resfriado Friboi Peça À Vácuo kg,0.8898,437.6,1008.9,612.1,1091.8,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop49.png,"26,8",0.9096,618.2,1016.9,783.7,1094.0,26.80,"26,80",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop44.png,Arroz Parboilizado Ou Branco Dona Ana 1kg,0.8882,70.5,2203.1,231.4,2278.4,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop45.png,"3,2",0.9176,262.5,2197.9,395.3,2275.0,3.20,"3,20",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop45.png,Linguiça Defumada Calabresa Fina Naturaves kg,0.8855,1584.9,1406.1,1754.8,1485.4,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop47.png,"16,5",0.9106,1761.2,1408.7,1924.1,1486.6,16.50,"16,50",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop46.png,Patinho Bovino Resfriado Friboi Peça/ Pedaço kg,0.8847,807.4,1013.5,996.0,1092.8,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop51.png,"34,80",0.9076,1001.7,1017.0,1165.2,1094.0,34.80,"34,80",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop47.png,Creme de Leite Italac 200g Tp,0.8839,1183.6,2200.6,1368.7,2256.1,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop53.png,"2,8",0.9058,1398.8,2197.3,1533.1,2275.1,2.80,"2,80",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop48.png,Massa Comum Parafuso Tradicional Brandini 5009,0.8810,814.1,2199.9,992.3,2276.6,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop59.png,"3,22",0.8915,1023.2,2198.7,1154.3,2276.2,3.22,"3,22",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop49.png,Coxa c/ Sobrecoxa de Frango Congelada kg,0.8793,448.0,1411.2,612.1,1488.9,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop57.png,"9,80",0.8951,642.3,1409.8,767.8,1486.4,9.80,"9,80",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop50.png,Leite Longa Vida Damare Integral Ou Desnatado 1 litro,0.8693,1196.7,1807.2,1368.7,1886.4,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop50.png,"4,.",0.9078,1398.1,1802.6,1532.0,1882.4,4.00,"4,00",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop51.png,Carré Suíno Congelado kg,0.8652,1625.0,1024.6,1754.1,1079.3,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop42.png,"15,8",0.9212,1761.1,1014.5,1924.1,1092.3,15.80,"15,80",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop52.png,Açúcar Cristal Dona Mira 1kg,0.8593,1623.9,1818.3,1754.5,1872.4,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop58.png,3,0.8946,1793.7,1801.8,1919.0,1881.5,3.00,"3,00",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop53.png,Galinha Magra Congelada kg,0.8592,863.5,1413.6,991.8,1468.4,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop46.png,"5,80",0.9134,1022.1,1409.9,1147.2,1487.4,5.80,"5,80",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop54.png,Flocão Vitamilho 500g,0.8590,464.6,2216.3,608.7,2267.4,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop55.png,"1,2",0.9012,645.6,2197.7,771.2,2274.9,1.20,"1,20",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop55.png,Leite Condensado Italac 3959,0.8566,1594.6,2197.5,1750.8,2250.3,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop41.png,"5,8.",0.9216,1779.9,2196.0,1915.9,2274.9,5.80,"5,80",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop56.png,Batata Congelada Uai 2kg,0.8533,456.0,1820.4,612.1,1870.4,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop48.png,"22,80",0.9102,620.5,1804.2,784.2,1882.0,22.80,"22,80",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop57.png,Manteiga Natville C/ Sal 500g,0.8494,818.2,1822.2,991.3,1876.3,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop44.png,"19,",0.9176,1002.4,1804.3,1165.1,1881.8,19.00,"19,00",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop58.png,Jerked Beef Ponta de Agulha kg,0.8368,1211.6,1023.1,1372.9,1079.5,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop43.png,"34,50",0.9202,1379.6,1017.3,1545.1,1093.9,34.50,"34,50",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_product_text_crop59.png,Costela Suína em Tiras Congelada kg,0.8243,66.7,1410.3,231.4,1464.9,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p1_price_crop54.png,"12,80",0.9041,242.2,1410.3,403.8,1486.2,12.80,"12,80",kg
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_product_text_crop60.png,Fralda Descartável Huggies Tripla Proteção Jumbo,0.9037,832.8,1328.1,995.6,1404.2,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_price_crop68.png,"20,",0.9098,1000.2,1325.1,1166.4,1402.6,20.00,"20,00",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_product_text_crop61.png,Lâmpada Led G-Light Autovolt 9w 6500k,0.9024,1205.0,1719.8,1372.5,1798.9,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_price_crop65.png,"2,8.",0.9149,1399.0,1719.3,1535.2,1796.8,2.80,"2,80",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_product_text_crop62.png,Sabão em Barra Neutro Glicerinado Ypê 160g c/5,0.9007,828.7,1718.5,994.7,1799.9,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_price_crop70.png,"10,",0.9090,1002.0,1719.7,1164.5,1797.2,10.00,"10,00",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_product_text_crop63.png,"Macarrão Instantâneo Lámen Vitarella Sabores 445,89",0.8973,425.3,530.0,613.0,608.0,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_price_crop69.png,758,0.9092,646.0,535.9,773.7,611.8,758.00,"758,00",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_product_text_crop64.png,Creme Dental Sorriso Kolynos Edição Limitada 90g,0.8961,1197.5,1327.4,1375.9,1408.0,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_price_crop78.png,"6,",0.8935,1413.8,1324.5,1536.4,1399.9,6.00,"6,00",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_product_text_crop65.png,Biscoito Wafer Vitarella Sabores 80g,0.8882,82.6,926.3,231.8,1007.2,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_price_crop75.png,"1,3",0.9033,269.2,928.5,391.1,1006.8,1.30,"1,30",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_product_text_crop66.png,Papel Higiênico Velud Folha Dupla 30m Leve 12 Pague 11,0.8831,421.7,1322.1,614.1,1402.6,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_price_crop67.png,"2,",0.9107,267.4,1324.2,394.8,1399.1,2.00,"2,00",l
BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2.png,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_product_text_crop67.png,Molho de Tomate Quero Tradicional 240g Sachê,0.8792,840.7,535.6,995.5,614.3,BRASIL ATACAREJO - BRUMADO 06.10 A 12.10_p2_price_crop77.png,"1,.",0.8995,1021.1,534.5,1152.9,611.1,1.00,"1,00",l
